"동별","가구원수별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년",
"잠원동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","387","","","","",
"잠원동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","65","","","","",
"잠원동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","22","","","","",
"반포본동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3601","","","","",
"반포본동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","354","","","","",
"반포본동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","938","","","","",
"반포본동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1049","","","","",
"반포본동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1022","","","","",
"반포본동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","184","","","","",
"반포본동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","50","","","","",
"반포본동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"반포1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12977","","","","",
"반포1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5087","","","","",
"반포1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2498","","","","",
"반포1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2408","","","","",
"반포1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2337","","","","",
"반포1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","504","","","","",
"반포1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","109","","","","",
"반포1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","34","","","","",
"반포2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4591","","","","",
"반포2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","314","","","","",
"반포2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","924","","","","",
"반포2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1323","","","","",
"반포2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1561","","","","",
"반포2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","386","","","","",
"반포2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","72","","","","",
"반포2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"반포3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7036","","","","",
"반포3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","910","","","","",
"반포3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1671","","","","",
"반포3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2105","","","","",
"반포3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1928","","","","",
"반포3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","354","","","","",
"반포3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","56","","","","",
"반포3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12","","","","",
"반포4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6404","","","","",
"반포4동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1110","","","","",
"반포4동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1685","","","","",
"반포4동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1785","","","","",
"반포4동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1411","","","","",
"반포4동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","326","","","","",
"반포4동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","68","","","","",
"반포4동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","19","","","","",
"방배본동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7308","","","","",
"방배본동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1683","","","","",
"방배본동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1779","","","","",
"방배본동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1724","","","","",
"방배본동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1651","","","","",
"방배본동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","372","","","","",
"방배본동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","81","","","","",
"방배본동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"방배1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6973","","","","",
"방배1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2318","","","","",
"방배1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1952","","","","",
"방배1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1404","","","","",
"방배1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1013","","","","",
"방배1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","222","","","","",
"방배1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","46","","","","",
"방배1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"방배2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7708","","","","",
"방배2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2182","","","","",
"방배2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2265","","","","",
"방배2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1675","","","","",
"방배2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1223","","","","",
"방배2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","289","","","","",
"방배2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","59","","","","",
"방배2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15","","","","",
"방배3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7407","","","","",
"방배3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1472","","","","",
"방배3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2128","","","","",
"방배3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1909","","","","",
"방배3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1519","","","","",
"방배3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","293","","","","",
"방배3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","65","","","","",
"방배3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","21","","","","",
"방배4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8917","","","","",
"방배4동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2585","","","","",
"방배4동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2243","","","","",
"방배4동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1904","","","","",
"방배4동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1714","","","","",
"방배4동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","375","","","","",
"방배4동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","72","","","","",
"방배4동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","24","","","","",
"양재1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16746","","","","",
"양재1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4776","","","","",
"양재1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4394","","","","",
"양재1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3568","","","","",
"양재1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2881","","","","",
"양재1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","883","","","","",
"양재1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","194","","","","",
"양재1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","50","","","","",
"양재2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9715","","","","",
"양재2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3938","","","","",
"양재2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2522","","","","",
"양재2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1618","","","","",
"양재2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1256","","","","",
"양재2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","304","","","","",
"양재2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","60","","","","",
"양재2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","17","","","","",
"내곡동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6624","","","","",
"내곡동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1583","","","","",
"내곡동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1967","","","","",
"내곡동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1537","","","","",
"내곡동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1161","","","","",
"내곡동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","276","","","","",
"내곡동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","80","","","","",
"내곡동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20","","","","",
"강남구","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","208833","211168","212499","218895","226333",
"강남구","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","68999","71986","73579","76809","79274",
"강남구","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","51531","53307","54372","55790","57489",
"강남구","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","42703","42713","43080","44295","46591",
"강남구","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36286","34606","33367","33853","34863",
"강남구","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7517","6916","6523","6588","6604",
"강남구","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1436","1344","1321","1278","1215",
"강남구","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","361","296","257","282","297",
"강남구","평균 가구원수","가구원수별 가구수 (동별) (2015년 이후)","명","2.37","2.32","2.29","2.28","2.28",
"신사동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6407","","","","",
"신사동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2047","","","","",
"신사동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1744","","","","",
"신사동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1343","","","","",
"신사동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","986","","","","",
"신사동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","219","","","","",
"신사동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","52","","","","",
"신사동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16","","","","",
"논현1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12277","","","","",
"논현1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7121","","","","",
"논현1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2983","","","","",
"논현1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1242","","","","",
"논현1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","705","","","","",
"논현1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","175","","","","",
"논현1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","39","","","","",
"논현1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12","","","","",
"논현2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10079","","","","",
"논현2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4618","","","","",
"논현2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2608","","","","",
"논현2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1590","","","","",
"논현2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","996","","","","",
"논현2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","199","","","","",
"논현2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","56","","","","",
"논현2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12","","","","",
"압구정동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9202","","","","",
"압구정동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1822","","","","",
"압구정동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2676","","","","",
"압구정동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2384","","","","",
"압구정동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1817","","","","",
"압구정동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","404","","","","",
"압구정동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","79","","","","",
"압구정동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20","","","","",
"청담동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10254","","","","",
"청담동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3203","","","","",
"청담동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2715","","","","",
"청담동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2211","","","","",
"청담동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1628","","","","",
"청담동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","384","","","","",
"청담동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","87","","","","",
"청담동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","26","","","","",
"삼성1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4975","","","","",
"삼성1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1433","","","","",
"삼성1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1380","","","","",
"삼성1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1078","","","","",
"삼성1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","824","","","","",
"삼성1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","211","","","","",
"삼성1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","34","","","","",
"삼성1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15","","","","",
"삼성2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11869","","","","",
"삼성2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4236","","","","",
"삼성2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2765","","","","",
"삼성2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2329","","","","",
"삼성2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2043","","","","",
"삼성2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","389","","","","",
"삼성2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","88","","","","",
"삼성2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","19","","","","",
"대치1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6986","","","","",
"대치1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","350","","","","",
"대치1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1147","","","","",
"대치1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2101","","","","",
"대치1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2760","","","","",
"대치1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","520","","","","",
"대치1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","83","","","","",
"대치1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","25","","","","",
"대치2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11972","","","","",
"대치2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1807","","","","",
"대치2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2567","","","","",
"대치2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3426","","","","",
"대치2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3446","","","","",
"대치2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","623","","","","",
"대치2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","85","","","","",
"대치2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"대치4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9237","","","","",
"대치4동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4269","","","","",
"대치4동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2117","","","","",
"대치4동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1450","","","","",
"대치4동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1111","","","","",
"대치4동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","231","","","","",
"대치4동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","51","","","","",
"대치4동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8","","","","",
"역삼1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20356","","","","",
"역삼1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12735","","","","",
"역삼1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4551","","","","",
"역삼1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1763","","","","",
"역삼1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","995","","","","",
"역삼1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","244","","","","",
"역삼1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","50","","","","",
"역삼1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"역삼2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13846","","","","",
"역삼2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4735","","","","",
"역삼2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2712","","","","",
"역삼2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2924","","","","",
"역삼2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2837","","","","",
"역삼2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","525","","","","",
"역삼2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","94","","","","",
"역삼2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","19","","","","",
"도곡1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7782","","","","",
"도곡1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1872","","","","",
"도곡1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1871","","","","",
"도곡1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1933","","","","",
"도곡1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1707","","","","",
"도곡1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","310","","","","",
"도곡1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","69","","","","",
"도곡1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20","","","","",
"도곡2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10773","","","","",
"도곡2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1408","","","","",
"도곡2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2676","","","","",
"도곡2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3076","","","","",
"도곡2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2961","","","","",
"도곡2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","551","","","","",
"도곡2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","85","","","","",
"도곡2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16","","","","",
"개포1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2328","","","","",
"개포1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","550","","","","",
"개포1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","654","","","","",
"개포1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","528","","","","",
"개포1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","474","","","","",
"개포1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","95","","","","",
"개포1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","23","","","","",
"개포1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"개포2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7427","","","","",
"개포2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1058","","","","",
"개포2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2081","","","","",
"개포2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2147","","","","",
"개포2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1792","","","","",
"개포2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","290","","","","",
"개포2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","49","","","","",
"개포2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10","","","","",
"개포4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7798","","","","",
"개포4동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2280","","","","",
"개포4동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2095","","","","",
"개포4동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1717","","","","",
"개포4동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1371","","","","",
"개포4동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","273","","","","",
"개포4동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","49","","","","",
"개포4동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13","","","","",
"세곡동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16739","","","","",
"세곡동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4891","","","","",
"세곡동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4233","","","","",
"세곡동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3376","","","","",
"세곡동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3042","","","","",
"세곡동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","933","","","","",
"세곡동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","204","","","","",
"세곡동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","60","","","","",
"일원본동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7486","","","","",
"일원본동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","923","","","","",
"일원본동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1765","","","","",
"일원본동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2119","","","","",
"일원본동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2196","","","","",
"일원본동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","411","","","","",
"일원본동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","60","","","","",
"일원본동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12","","","","",
"일원1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6789","","","","",
"일원1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2631","","","","",
"일원1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1839","","","","",
"일원1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1214","","","","",
"일원1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","846","","","","",
"일원1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","196","","","","",
"일원1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","52","","","","",
"일원1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"일원2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6874","","","","",
"일원2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1927","","","","",
"일원2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1899","","","","",
"일원2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1611","","","","",
"일원2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1205","","","","",
"일원2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","206","","","","",
"일원2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","24","","","","",
"일원2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"수서동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7377","","","","",
"수서동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3083","","","","",
"수서동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2453","","","","",
"수서동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1141","","","","",
"수서동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","544","","","","",
"수서동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","128","","","","",
"수서동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","23","","","","",
"수서동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5","","","","",
"송파구","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","255766","259378","263448","265857","267817",
"송파구","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","73694","79262","82473","87140","89720",
"송파구","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","66503","68632","70851","70574","71577",
"송파구","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","57189","56125","56674","56466","56661",
"송파구","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","46703","44462","43037","41706","40348",
"송파구","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9457","8867","8535","8196","7777",
"송파구","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1803","1665","1555","1459","1447",
"송파구","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","417","365","323","316","287",
"송파구","평균 가구원수","가구원수별 가구수 (동별) (2015년 이후)","명","2.45","2.39","2.36","2.32","2.29",
"풍납1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5776","","","","",
"풍납1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1869","","","","",
"풍납1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1655","","","","",
"풍납1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1172","","","","",
"풍납1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","854","","","","",
"풍납1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","171","","","","",
